id,walletAddress,type,amount,price,protocol,timestamp,signature
"q3hgnb0ar4xjx8x8w8jfd","nzmtsBRmGbWXBs2QJnJ7Z5htoXFEo2kT5uZMtpZNuqjk","sell",5288.626984634717,0.0003916689952620208,"Orca","2025-07-09T18:57:09.512Z","zvBxfrFEx2FXd7sgs3so7L9GYvxwwdaS9eXt1CjhxsZoE7xBxMXEAQ6mJbPePhY7TqK3BrGKoFzBvtuxuZCsCR3p"
"gx6007b7ozf5aryet6a96e","Puchm6Ztoz1t6qUv18RBkAhmqCt8xWLE4yT5nVSYwD5F","buy",2215.4521569042518,0.0010680688892117484,"Jupiter","2025-07-09T18:57:08.455Z","QdJbnYNM45zh6e8xHoycExKn8svw49UXteZy3h57ceJtNW2YYoZ2CPXpZTFtpoPxeRNXDmjC5rtLfU396TL9AP3W"
"hafzb07y7ut3co8idthglu","7r3K7hPA2QK8eLyiyjXHw1nwbfo7LzZj9ddpR3Ss8FD5","buy",5891.368138907557,0.00021461498689191507,"Serum","2025-07-09T18:56:59.539Z","F2QRpQGymprWPGwGBGT8ZJet5ymy92CQzDQjMrt9byotNW4HZmQfzLGVuYw9CkhR7GJRsMQh7Pe3M1o9wM7QwY3Q"
"5ybyv3icdflwspri1hpa2i","YWTpRvc75kJxm2MExKWHQiskm6dXehgUTtzWNQfnKxjv","sell",2993.3023585322617,0.0004366356000302015,"Serum","2025-07-09T18:56:49.879Z","6vfNYwnPTcFH8a7csEMHUK14TusismDgS6cqdvanEx8mjF5nUqnPbdaTJ8xeuLyjVEuyENBuAxeyijZUZfVQWPou"
"m2rkw83lkliwujp8phxjwi","Akpq3iGR14u2nYpGHteTkWyMQsTqzvH5pSPTP6RpvM25","buy",4049.5637269706885,0.0008568233593700842,"Serum","2025-07-09T18:56:41.533Z","LTJnzAt4gEHwjSFe2Lse42g4gBJyKx74LFtCoXFBmYM6cS71mfPaKaTVqJD4QvuzY2Xg5hMexxfQdD4SFeECRDEL"
"9l9npkx43wrqlleyohhpk","q2AotiZT9U5HoAypEB2KXAQssujj9KoBDPH7biYxGFpc","buy",6391.68542606718,0.000775306409758248,"Serum","2025-07-09T18:56:39.939Z","As7f6h2G5ajfaXpwVeuagiM1RjJ9LFcAA26XFDwMCiQrTrtkEYsfLFJgcYS4GfsoJaxt62goQBVUr89CY9rv46nW"
"10am9wqeyno9w1wmhjks8c","GJ4Hnbu6QthstYxoKMWT7hi66E17cAJyFEC5mgupbSGE","buy",1473.236764426655,0.0010728161249824951,"Raydium","2025-07-09T18:56:31.041Z","sMZ8UZ4yMqi3p6ZDvHyxBHjMMLfX1iLLtiBLFetkRbUgRpBQAiB4hYCdVzN3RXhApcw5YtuHMsUvtsVtkspASBys"
"udgnv6mrfbi0gpg07d5od","JWerKimHcpATDG7W5sUq6myjbLVP5MinMiGy7bibDF3u","sell",7080.661259210541,0.0008866526953352714,"Serum","2025-07-09T18:56:29.241Z","f9jUsDz8S77AjfX8Nuwkk1JJ3w68smSgCj6GRzpUcByopDmNMZ5V6LpUdoPwMGVBYj7TKbmTTKcpVAK8Ui27sFvC"
"qdsz0jqts5m1pt61ba7kr","8RitUymSnNqg78iQ7HkQu2BCo3okccCYmnoV4opEWite","buy",8550.668389359915,0.0007365351436578835,"Jupiter","2025-07-09T18:56:23.625Z","XpHZ8JYJwMfYpxmbSLe7ZjFWnnq9RunDgFLyPAvan72onTg1pqRpqAT4XPXUCTTRgZDkfCPouHWYXEYSxTm5QMDx"
"e2tmhs5ij59eud9yp276jc","YMBDZuZoqNKq773CmMhBfyddJRXWPrxjtPGYSd8mKd8q","sell",2673.3249657136835,0.000981682739215476,"Orca","2025-07-09T18:56:13.641Z","z3k2GpN4RX9PjgH1TfWPkgfrSSvGFhYrJKXBiMVGKfPGP5GnhFVGeTvo2CnshPbk3j7DGLQdv8LUAu1EJ4CgkaHD"
"t8nvkvujtojfk0045wm2b","PAspzUVQVziC1YjTg7DZPtVScnY7XQvWmXH2hdxZPaDb","sell",3333.733797214533,0.0004675601739029537,"Jupiter","2025-07-09T18:56:10.296Z","WdWDyu8WK53KajgLwcNEaGmdWHMpQpC6wjFBABTiKyL3fnfkpQeVrgVr91Abfvu1AiWbRk891MkYP9XbEVZRVFmb"
"her3qyy6vx5mk00gplkna","AbZbdA7mQQKLLCqmXoEz31FtReXpAHNWJasNfQgUeTCd","buy",7229.453423781955,0.0008921117287410951,"Serum","2025-07-09T18:56:05.246Z","k7BZL8ZgZ5yHTGQhoLUAqHaKPwuquv8kWd89cqv8Nctg2RTVBxsuuNoMdv2qMAaP5hJCMS4VwtZnZLyU7nG79Pf3"
"tnvxi3ztmy6gpq5yo9ehe","UBQTaK27mxbp7E6qzAj6ThGKWX1Zzk9MrSMX2U9JaeGf","sell",8847.216638399243,0.0008632290480372804,"Jupiter","2025-07-09T18:56:00.550Z","6d1rtQWqpzUDn8LpbbwKBy2LUpvQTWaYszT1aatfPTQKGRCQBMMz8S94ST8wLQW9M18UGbvtraVkeVf8SNZtqAJG"
"urwlhlnigfiv67op7mi5","przFB6ghZfmMYxVxzJ8Y91B5Ctz19BUbN6LgGSVH8X78","sell",4679.248441340289,0.00047326588263557704,"Jupiter","2025-07-09T18:55:50.576Z","BXMZVK3z4zBjkPVw2CFTUeGSpoC3A7GkrfGK6R553sVsxKx8mEeCbwgVgdCmuNd5nz52KhaEruKuhzbjMwMgaBJm"
"3khd98oyvy72nl9t9i9874","PAspzUVQVziC1YjTg7DZPtVScnY7XQvWmXH2hdxZPaDb","sell",5383.903089312167,0.00036461452364514003,"Serum","2025-07-09T18:55:42.642Z","LL1XQJoHjbb2e9gkEbPNBNNGfifsYHs9SQeBnmKcciBk3mcqk8XGW2YxCcZmdj4pti9ZPk8zrN15AQ73G2jixARN"
"s2e6r99t1x8rjfc2qf8w9i","AbZbdA7mQQKLLCqmXoEz31FtReXpAHNWJasNfQgUeTCd","sell",4004.262108004348,0.0009587903635373147,"Raydium","2025-07-09T18:55:38.001Z","ug1C9D1dyFh8iRhK2yHFbQQ3FAKXFeXcufd9AHFcfpGiLeYUyKALtLkasefYsEFpBxRzs49Fj36zg3eZVGhRCRAQ"
"zuvrvnzgi2ope50hvng9o","GJ4Hnbu6QthstYxoKMWT7hi66E17cAJyFEC5mgupbSGE","buy",7554.509238150006,0.0010694802532159409,"Serum","2025-07-09T18:55:33.514Z","uWqrU936xgj98DhyCugx1W4ruCezoqBa8geTnnLiSiA7AU1NR88cRTkQoBj4yKcB8bB9uXXnoW3mvnDq1gPMfThg"
"tx34zreu0phmhzpha7a959","AbZbdA7mQQKLLCqmXoEz31FtReXpAHNWJasNfQgUeTCd","buy",1389.6557686033061,0.000774958828543685,"Jupiter","2025-07-09T18:55:27.943Z","QqpMn7k88EnRkbSPrbkNyoKV2WFLjKXnbWrZZw27bAUgijg1Mv6J37ktQzqJCJBjnfEfT3d8QS1bJAjJXUXA13pr"
"0f91p7loz2h673zfue2rwhf","72T2yCCBjdmvTh9mpqFny6H5y1FKvMpKNGTbmyBMURaa","sell",4481.451766337387,0.0010570251474220163,"Serum","2025-07-09T18:55:24.740Z","ScWFncqfzcW4egNdFXmgzNqU6fDvTNGMTJLAGNMNhRdbSw88bPzsDuMLdo1y3VMPWRBT5asYwo7dsCuSmkD14LwB"
"hl67e2hyj7ofrbr1b19k","vddYkhLe1gMby8L3kSJBxgWEPyAb8XbzLYtXnQ2tT5e4","buy",4854.536312277005,0.00037074217719490255,"Raydium","2025-07-09T18:55:20.249Z","Uitgq6LNFKLnA5Ekni17Enwi6s8gshpXMKUgnPgXX5KvcD9Tioyw3XMPRGNWSHkBiGK31vz8N4Fx6p8ATwnRVm8Z"
"kkvf9dz6i3en3b6x5kna1h","fsTjQjiV7rK5nprxDaJiWhraNggPdHgnkjQUkVkhgWuP","buy",5467.268873030193,0.000491755597481334,"Serum","2025-07-09T18:55:17.211Z","VDBciXroeumCK1VaxiiPVq1CZuqwq6LfxRy4o4j7a2j5M7vwevbX7ZkS4zYU9JK3teLP4mwWmNWxNiSnxqVfdaUF"
"ho9ge62m0ocr0wev4xhi","C3ddtnLw1u8S7D4K48zgoj2rgpgAFqYvjSnenb1gaoje","buy",148.33655120573434,0.0002841282582701729,"Jupiter","2025-07-09T18:55:07.784Z","12htTtoNU1Vw1p2BmB9sNkpbBhvYaL4zjxiAyTTMXTEDMpXUZ4FWCcwf2kCBKwvAWpRn8dJW2v7KdW6w5ZGK39P8"
"5gylrtocrk95f2yo0ds05","AbZbdA7mQQKLLCqmXoEz31FtReXpAHNWJasNfQgUeTCd","buy",4235.050726925489,0.0006179305614758781,"Raydium","2025-07-09T18:55:06.210Z","F6qAR4TYKusGk1zpVrWxWtCkbFhwaaHvfzcSd5uPQjkrQqUXambJGPtP6LojumJ497TFpozmdpH1PUW9zurUFr2q"
"vhgainwz71yw5emjnl5qk","Qc3s4au2sVxJnRQeBWUJRuCEYvns5LANMPiUJvNGeRrE","buy",6161.719208505357,0.00021571888694308763,"Jupiter","2025-07-09T18:55:00.280Z","DeofssnWM5FpjhHHPhgH6MNa7zagP5KcEohuV7tsz5tNMpXbx439pEXojuWbiwwBpEKWeGbowjzd3MTTZZupSWV6"
"rfa968tvt6jqwtsrsw244c","isdmKN328QHNcsT4y5GF4F6fgwGZVWRSEzWnNf5j61yg","sell",7828.322774424807,0.0009844267580068347,"Raydium","2025-07-09T18:54:56.777Z","MGxHy9rcgeRrPZib68ELXYTTRL1dX3gN3GC6S57Vvc3NKQ14A9UtX9RcwyF2obQKMyzehrJBTbVREtfNHC4yeuFD"
"gpwkgk9q1oi3oiqwdrd0h","przFB6ghZfmMYxVxzJ8Y91B5Ctz19BUbN6LgGSVH8X78","sell",9518.125819998462,0.0010452763837307448,"Serum","2025-07-09T18:54:51.565Z","z7uGVyoqyyEToNfcXxRG8mqbmRj7ofUdqtkd5zjJ4f4sutS4ewJRYWenqsuDhXzkoFKcXxC6qcvLp9izMbBeLj6j"
"0e2hahlwozfyeur689qq1","sHTqDov253JFaR3Tt8GKchuJPqEyxAYDoGz11aAJMc6C","buy",3978.611480911336,0.0006733918333725965,"Orca","2025-07-09T18:54:49.342Z","So5iwL67HzpSHW5yKR1ZDfLabiGG9BZW3bUhfjSgJ39SMXueyTCJ8JE1JqdDqa7Bk1eAGnHC1jQhJFhLEg1h1BXZ"
"4dkdzg96wip45wu2ebtwgq","b8R6ekgMaPqBVAyxLQUcnU5ZtPEtVoqejT8m7oxKefb3","sell",5044.236852260171,0.001051764698725535,"Serum","2025-07-09T18:54:44.265Z","zRyn5gSP1CHCu4eEW8o17S97ChQg2Jh3FSz8t1dymQSogpWdUGbKs9K9jwKhocwF9bLRnAsQhesJ92XWUkKeGVny"
"txmdnu8u96p3zp42qm2uf","yDkHLW5aNBvfQ3ZeJ2dLDeXHMoiJLf9v5KEgRb3fXYTH","sell",2835.221817277749,0.00017027711385209456,"Serum","2025-07-09T18:54:37.087Z","Tb4oV2sVozm7xwV8fPLoXavT76eodZHV5Wr36Y8fMZ9rH52GRJaunr2Y15BoEesLo9t74fFTFfrPMXLw5zD1fuF3"
"73u6stie4lwjc62ee2uqi","iV9z7QxgGfDVZWHqmEpyNXTrqanu3WUAQ47eURs86sC6","buy",4109.472846099818,0.0004352816862136985,"Orca","2025-07-09T18:54:27.252Z","P1dmkTAV9BBgWbsHKMHzNQe8bxocUjuvpgyxziBpUckrWCLsDLva1CpD6i8ASa3Cgn9Pu2FsP2u5m1Dzou7mMMFc"
"ws6cerynr7at4t4n2apkm","okWaHuZEnWJcqGkXBd8iXjuV98gEPwoBJHFWCxXrWEBW","sell",7068.407737353024,0.0006548197153531174,"Jupiter","2025-07-09T18:54:23.681Z","tbXpGkZtEXUnEpv9TX848hRmCtrsG2QN6ftDvns7YYQiomxwaK8i4YVPJNX4fdV7jUGctBnSXcBBkamxLU9ywnhU"
"a1lwd9vvpuz2mjtwe3rr","B7SvchafGqwHKPXmFJFNXsi1ZUoztZFN6uMK6ZRjrJWR","sell",318.6485039878483,0.000946531219587884,"Raydium","2025-07-09T18:54:20.477Z","ESEzm6zMZGWGDeHJp4T37LuPdCcxSwefN8aHXp84qdokDg9NdabRGzVbpS2ZKYrBLhZnPPMgxgThSDuhHkkBMyxR"
"bg2lnwj2fld6g7u07e6fah","8RitUymSnNqg78iQ7HkQu2BCo3okccCYmnoV4opEWite","sell",1458.1216547620966,0.00097510144428908,"Serum","2025-07-09T18:54:13.290Z","mXkFBKHguFSjANSQ1fhC2WN8Lz9KveXtpHNYdBUPVutTPCxnu66QAHiPNCUfbBGuc72TViVke6fvtSzXd1pKMkSE"
"xt7yebe02t8egx0qw71oze","YMBDZuZoqNKq773CmMhBfyddJRXWPrxjtPGYSd8mKd8q","sell",4800.2414957290985,0.0008382233760805763,"Jupiter","2025-07-09T18:54:06.310Z","qjKdixe4YVBDvDQZgxsDMDLEzWoXa6se45M61AdvLvAehfDYRJAaCsUyFAPESR5YAAADxsvnQpsXFAYQzQgPrDTW"
"yfjlkir9q3gmwxplf893go","YWTpRvc75kJxm2MExKWHQiskm6dXehgUTtzWNQfnKxjv","buy",603.1289102963087,0.0005209042610354312,"Serum","2025-07-09T18:54:04.201Z","Q9be2zL41SjPmJLwPrAo2SkZG2vDhAwg2YUdV9pNq3njXJxjqTc5tBUpuRjgLhCPgD7NxgHRzrNV5q9zXXCBek3L"
"vnekibunflj2xikeus07","gEmiGaRHh2qFaKvJRd6t1XrH22PjYoh3uqvDaG53Ht2G","sell",9354.99402918801,0.0004630244425112246,"Raydium","2025-07-09T18:53:57.793Z","8fjumyfVia2AFBpSUSSY3jXQ2ePk46X4bMGUKwF9dbeRWiztkudGc1nLbuusmWdXokbZ4nq7mCxr8VFHWeUwMuWG"
"0xzdbwgsrm83xe243bep6b","GJ4Hnbu6QthstYxoKMWT7hi66E17cAJyFEC5mgupbSGE","buy",8031.41426936409,0.0007400509493282463,"Raydium","2025-07-09T18:53:55.241Z","5TgCsHjSGmQRMj3JB3ch8q7nsyPCvMaYFNn1N5tzBvQYqb3zhbPmzbrQrDzcKKndRyvYtpsUJsvQ5ak6K8ZNWg1u"
